Age,Type,CO2
157.8,paleosols,557.6666667
161.7,liverworts,697.9102
168,stomata,926.3092881
168,stomata,1031.174491
168.4,stomata,815.8260234
168.8,stomata,639
168.8,stomata,879.2410714
168.8,stomata,1134
168.8,stomata,1188
168.8,stomata,1296
168.8,stomata,1372.5
168.8,stomata,1422
169.5,liverworts,636.71275
171.2,stomata,954
171.2,stomata,990
172.2,paleosols,768
172.2,stomata,895.9384918
172.2,stomata,1893.75
182.4,paleosols,1112.5
182.5,stomata,1050
182.6,stomata,1550
182.7,stomata,550
182.8,stomata,950
182.9,stomata,950
183,stomata,600
186.75,stomata,809.4
186.75,stomata,942.2801379
187.7,stomata,734.8880597
187.7,liverworts,919.2214
187.7,paleosols,1824
196.05,paleosols,1204
198.99,paleosols,1178.666667
199.79,paleosols,523.3333333
200.15,paleosols,610
200.23,paleosols,1018.666667
200.3,stomata,863.8157895
200.3,paleosols,992
200.31,paleosols,1810.666667
200.33,paleosols,1766
200.35,paleosols,1411.333333
200.3625917,paleosols,1664
200.37,paleosols,997.3333333
200.39,paleosols,2002
200.44,paleosols,1921.333333
200.46,paleosols,3394.666667
200.4778264,paleosols,2087.333333
200.53,paleosols,2750
200.53,paleosols,2997.333333
200.58,paleosols,1469.333333
200.58,paleosols,1696.666667
200.63,paleosols,1544.666667
200.63,paleosols,2048
200.63,paleosols,2186.666667
200.65,stomata,715.5
200.65,paleosols,1992
200.66,paleosols,2303.333333
200.68,paleosols,1874
200.69,paleosols,2012.666667
200.71,paleosols,1818
200.73,paleosols,2382.666667
200.75,paleosols,3012
200.77,paleosols,2353.333333
200.77,paleosols,2927.333333
200.78,paleosols,1986.666667
200.78,paleosols,3648.666667
200.84,paleosols,1499.333333
200.906244,paleosols,3294
200.906244,paleosols,3515.333333
200.9143246,paleosols,1299.333333
201.0246676,paleosols,1570.666667
201.05,stomata,1140
201.05,stomata,1320
201.05,stomata,1468.5
201.05,stomata,2791.5
201.0743338,paleosols,2472
201.1183803,paleosols,1761.333333
201.1629623,paleosols,2306.666667
201.18,paleosols,2049.333333
201.1999061,paleosols,2009.333333
201.2115987,paleosols,2438
201.2115987,paleosols,2676.666667
201.2156532,paleosols,2700
201.2262879,paleosols,2713.333333
201.2262879,paleosols,2822.666667
201.256565,paleosols,2302
201.26,paleosols,3457.333333
201.2775486,paleosols,2384.666667
201.3,stomata,1534.5
201.3,stomata,1603.875
201.3,stomata,2151.75
201.3878463,paleosols,2389.333333
201.4538482,paleosols,2818.666667
201.4895,paleosols,2956
201.5091021,paleosols,710
201.54,paleosols,710
201.55,stomata,702
201.55,stomata,880.5
201.55,stomata,1092
201.55,stomata,1113
201.55,stomata,1122.39225
201.55,stomata,1194.75
201.55,stomata,1206
201.55,stomata,1236
201.55,stomata,1445.25
201.55,stomata,1459.125
201.55,stomata,1599.75
201.55,stomata,1761
201.7261428,paleosols,1191.333333
201.76,paleosols,1189.6
201.8136221,paleosols,1494.666667
201.84,paleosols,1494.733333
201.8767453,paleosols,1502
201.91,paleosols,1502
202.0729702,paleosols,1508.666667
202.1,paleosols,1508.866667
202.1734094,paleosols,1064.666667
202.5102916,paleosols,1612.666667
202.58,paleosols,1064.533333
202.78,paleosols,1613.266667
202.9541681,paleosols,1487.333333
203.093487,paleosols,1298
203.15,stomata,907.5
203.34,paleosols,1486.8
203.54,paleosols,1297.866667
203.5718273,paleosols,1021.333333
203.65,stomata,2200
203.7123221,paleosols,1854.666667
203.87,paleosols,1942.533333
203.9456002,paleosols,983.3333333
204.09,paleosols,1021.333333
204.39,paleosols,1854.466667
204.62,paleosols,1427.133333
204.64,paleosols,1973.333333
204.66,paleosols,2023.8
204.9,stomata,1471.5
205,paleosols,1376.666667
205.15,paleosols,1233.546667
205.15,paleosols,1293.693333
205.15,paleosols,1626.42
205.4,paleosols,341
205.4,paleosols,513
205.4,paleosols,613.5
205.4,paleosols,622.5
205.4,paleosols,661
205.4,stomata,757.5
205.4,paleosols,773
205.4,stomata,834.5338983
205.4,paleosols,843
205.4,paleosols,862.6666667
205.4,paleosols,879.5
205.4,paleosols,961
205.4,paleosols,1030
205.4,paleosols,1084.666667
205.4,paleosols,1171
205.4,paleosols,1191.333333
205.4,paleosols,1202
205.4,paleosols,1213.5
205.4,paleosols,1267
205.4,paleosols,1556.666667
205.4,paleosols,1618.5
205.4,paleosols,1702
205.4,paleosols,1776.666667
205.4,paleosols,1782.666667
205.4,paleosols,1966.666667
205.55,liverworts,387.8278
205.91,paleosols,2157.866667
205.93,paleosols,2103.866667
207.22,paleosols,1962.8
207.31,paleosols,2275.6
207.4,paleosols,1978
207.49,paleosols,2723.733333
207.81,paleosols,2505.333333
207.94,paleosols,2508.4
208.006,paleosols,964
208.05,paleosols,2953.133333
208.211,paleosols,1179
208.3,paleosols,2953.133333
208.37,paleosols,2831.733333
208.417,paleosols,904
208.623,paleosols,1869
208.966,paleosols,1063
209.16,paleosols,3191.066667
209.172,paleosols,1406
209.309,paleosols,1025
209.515,paleosols,1220
209.583,paleosols,529
209.652,paleosols,665
209.857,paleosols,777
209.926,paleosols,1080
210.01,paleosols,2756
210.081,paleosols,420
210.31,paleosols,2295.533333
210.39,paleosols,219
210.7,paleosols,12.5
210.7,paleosols,45
210.7,paleosols,111
210.7,paleosols,268.5
210.7,paleosols,344
210.7,paleosols,371.5
210.7,paleosols,377
210.7,paleosols,559.5
210.75,paleosols,2605.6
211.061,paleosols,726
211.164,paleosols,616
211.216,paleosols,182
211.319,paleosols,128
211.422,paleosols,749
211.525,paleosols,643
211.56,paleosols,1623.4
211.57,paleosols,2236.6
211.68,paleosols,683
211.75,paleosols,544
211.75,paleosols,643.3333333
211.75,paleosols,1191.333333
211.75,paleosols,1295.333333
211.75,paleosols,1348.666667
211.75,paleosols,1367.333333
211.75,paleosols,1442.666667
211.75,paleosols,1516
211.75,paleosols,1596
211.75,paleosols,1666.666667
211.75,paleosols,1678
211.75,paleosols,1702
211.89,paleosols,1942.266667
211.9,paleosols,666.6666667
211.9,paleosols,748.82
211.9,paleosols,786.36
211.9,paleosols,1135.333333
211.9,paleosols,1183.333333
211.9,paleosols,1264
211.9,paleosols,1376
211.9,paleosols,1478.666667
211.989,paleosols,10
212.144,paleosols,708
212.247,paleosols,713
212.35,paleosols,522
212.505,paleosols,1463
212.557,paleosols,738
212.711,paleosols,170
212.969,paleosols,523
213.08,paleosols,2635.6
213.124,paleosols,501
213.175,paleosols,546
213.326,paleosols,500
213.478,paleosols,443
214.727,paleosols,355
214.95,paleosols,3194.333333
215,paleosols,3087.8
215.06,paleosols,3123.2
215.19,paleosols,3722.4
215.26,paleosols,3395.733333
215.44,paleosols,3218.066667
215.58,paleosols,3113.6
215.6,paleosols,3132.333333
215.7,paleosols,3240.6
215.98,paleosols,2470.2
216.19,paleosols,2767
218.17,paleosols,3183.266667
218.76,paleosols,2798.666667
218.95,paleosols,695
218.95,paleosols,880
219.15,stomata,889
220.123,paleosols,215
221.943,paleosols,6
221.97,paleosols,2732.066667
222.27,paleosols,2324.933333
222.35,paleosols,3022.666667
223.17,paleosols,2627.333333
223.25,paleosols,660
223.25,paleosols,732
223.25,paleosols,800
223.25,paleosols,900
223.25,paleosols,1140
224.33,paleosols,3042.066667
225.79,paleosols,2547.466667
226.17,paleosols,3302.4
226.5,stomata,615
226.58,paleosols,3182.6
227.09,paleosols,3568.133333
229.25,paleosols,3319.733333
229.72,paleosols,2445.6
230.5,stomata,812.6865672
231.02,paleosols,2516.4
231.42,paleosols,3230.866667
232.03,paleosols,2142.8
232.19,paleosols,2884.2
232.7,paleosols,116
232.7,paleosols,585
233.75,stomata,789.1304348
233.75,stomata,825
242.05,paleosols,244
242.05,paleosols,284
242.05,paleosols,605
246.05,paleosols,300
246.05,paleosols,580
253.2,paleosols,883
253.2,paleosols,1100
253.2,paleosols,1325
259.4,paleosols,400
270.55,stomata,266
270.55,stomata,290
270.55,stomata,326
270.55,stomata,342
270.55,stomata,343
273.65,paleosols,133.3333333
277.15,stomata,498
277.62,paleosols,1236.583636
279.35,paleosols,357.5
280.65,paleosols,133.3333333
281.14883,paleosols,1248.354545
282.37613,paleosols,899.4
283.35797,paleosols,1099.8
283.84889,paleosols,1011.801818
284.46254,paleosols,823.9990909
284.83073,paleosols,792.09
284.95346,paleosols,792.09
285.6,paleosols,70
285.6,stomata,354
285.81257,paleosols,774.4336364
286.91714,paleosols,1448.933333
287.03987,paleosols,1030
287.40806,paleosols,396.6135714
288.88082,paleosols,183.0872727
289.37174,paleosols,182.2009091
289.86266,paleosols,620
290.20724,paleosols,410.7528571
290.419,paleosols,419.3333333
290.419,paleosols,1700
290.47194,paleosols,461.4285714
296,paleosols,242
296,paleosols,349
296.7,paleosols,404
296.8,paleosols,47
297.4,paleosols,14
298,paleosols,10
298,paleosols,194
298.2,paleosols,158
298.5,paleosols,83
298.6,paleosols,169
299,paleosols,4
299.3,paleosols,380
299.5,paleosols,193
299.5,paleosols,258
299.5,paleosols,290
299.7,paleosols,128
299.9,paleosols,247
300.17588,paleosols,331
300.4,paleosols,550
300.4,paleosols,675
300.6,paleosols,461
301,paleosols,468
301.8,paleosols,199
302.2,paleosols,284
302.3,paleosols,483
302.6,paleosols,363
302.95,paleosols,250
302.95,paleosols,588
302.95,paleosols,608
303,paleosols,505
303.4,paleosols,440
303.4,paleosols,528
303.4,paleosols,550
303.4,paleosols,558
303.4,paleosols,607
303.4,paleosols,684
303.4,paleosols,769
303.4,paleosols,905
303.5,stomata,421
303.5,stomata,458
303.5,stomata,462
303.5,stomata,495
303.8,paleosols,279
304,stomata,322
304,paleosols,358
304,stomata,393
304.2,paleosols,289
304.2,paleosols,398
304.3,paleosols,360
304.3,stomata,472
304.3,stomata,475
304.5,paleosols,178
304.6,paleosols,303
304.7,paleosols,395
304.9,paleosols,150
305,paleosols,139
305,paleosols,281
305.1,paleosols,436
305.5,paleosols,212
305.5,paleosols,275
305.5,stomata,354
305.5,stomata,368
305.5,stomata,446
305.5,paleosols,454
305.5,paleosols,476
305.5,stomata,507
305.6,paleosols,288
305.7,paleosols,171
305.8,paleosols,162
305.8,paleosols,464
305.9,stomata,477
305.9,stomata,582
306.3,paleosols,274
306.5,paleosols,315
306.6,paleosols,336
306.7,paleosols,282
306.7,stomata,477
306.7,paleosols,519
306.7,paleosols,549
306.7,stomata,551
306.7,paleosols,640
306.7,paleosols,643
306.8,stomata,358
306.8,stomata,397
306.8,stomata,409
306.8,stomata,429
306.8,stomata,431
306.8,stomata,458
306.8,stomata,473
306.8,stomata,480
306.8,stomata,492
306.8,stomata,509
307.1,paleosols,321
307.1,paleosols,325
307.4,paleosols,662
307.5,stomata,388
307.5,stomata,485
307.5,stomata,487
307.5,stomata,494
307.5,stomata,522
307.5,stomata,527
307.5,stomata,536
307.5,stomata,548
307.5,stomata,567
307.9,paleosols,299
307.9,paleosols,314
308.2,paleosols,338
308.3,stomata,611
308.3,paleosols,644
308.3,stomata,691
309.1,stomata,484
309.1,stomata,493
311.05,stomata,340
311.4,stomata,494
311.4,stomata,567
311.5,stomata,469
311.5,stomata,475
311.5,stomata,507
311.5,stomata,558
312.2,stomata,604
312.2,stomata,650
313.5,stomata,284
313.5,stomata,287
313.5,stomata,303
313.5,stomata,308
313.5,stomata,311
313.5,stomata,325
313.5,stomata,336
313.5,stomata,348
313.5,stomata,350
313.5,stomata,350
313.5,stomata,351
313.5,stomata,358
313.5,stomata,366
313.5,stomata,367
313.5,stomata,368
313.5,stomata,401
316.5,stomata,388
316.6,stomata,261
317.5,stomata,332
324,stomata,359
324,stomata,385
324,stomata,392
327.05,paleosols,210
327.05,paleosols,290
332.6,paleosols,320
338.8,paleosols,190
344.75,paleosols,824
344.85,paleosols,524
365.55,paleosols,395.2
365.55,paleosols,600
365.55,paleosols,1140
365.55,paleosols,1260
377.45,paleosols,1120
385.2,paleosols,1560
388,paleosols,624
400.45,stomata,2281.5
402.55,paleosols,1320
409.2,stomata,1548
409.2,stomata,2836
421.1,paleosols,1440
423.3,paleosols,1680
